Timestamp,Battery Voltage Sensor,Battery Current Sensor,Battery Temperature Sensor,Motor RPM Sensor,Motor Temperature Sensor,Brake Pressure Sensor
1701441510.0,46.6,6.2,43.1,5037.285714285715,61.523809523809526,92.4
1701441520.0,46.9,6.4,60.65917789571795,5254.619047619048,60.57142857142857,89.0
1701441530.0,46.3,6.5,43.5,5599.761904761905,59.0,88.6
1701441540.0,46.6,2.9697426903627075,44.3,5889.190476190476,60.476190476190474,88.3
1701441550.0,56.196865885430455,6.7,45.2,5890.476190476191,61.38095238095238,87.5
1701441560.0,46.6,6.8,46.1,5579.142857142857,61.142857142857146,87.9
1701441570.0,47.0,6.9,46.5,5630.476190476191,58.857142857142854,78.3
1701441580.0,46.8,7.0,47.5,5749.238095238095,58.904761904761905,77.0
1701441590.0,46.4,6.9,48.3,5885.761904761905,58.714285714285715,74.5
1701441600.0,46.6,6.8,47.3,6081.428571428572,57.38095238095238,76.87041011816483
1701441610.0,40.043712169557594,6.8,47.9,6242.523809523809,57.61904761904762,68.1
1701441620.0,46.3,6.8,48.0,6271.0,56.666666666666664,67.4
1701441630.0,46.6,7.0,48.4,6070.714285714285,56.76190476190476,65.8
1701441640.0,46.2,6.8,47.6,6100.952380952381,57.61904761904762,65.8
1701441650.0,46.4,6.9,46.9,6264.190476190476,57.904761904761905,69.7
1701441660.0,46.5,16.1570295506621,63.354469647550424,6329.523809523809,103.78616205648645,69.7
1701441670.0,46.9,6.9,47.1,0.0,56.95238095238095,64.5
1701441680.0,46.8,7.1,47.5,6234.714285714285,56.523809523809526,66.5
1701441690.0,46.9,7.3,46.6,6222.9047619047615,56.142857142857146,79.38483119387813
1701441700.0,46.9,7.5,62.70909844470597,6040.809523809524,54.904761904761905,77.3
1701441710.0,46.7,7.4,47.4,6244.047619047619,56.76190476190476,75.8
1701441720.0,46.2,7.5,47.5,6278.238095238095,56.523809523809526,68.4
1701441730.0,46.1,7.3,46.8,6324.0952380952385,55.476190476190474,75.0
1701441740.0,46.2,7.4,46.7,0.0,57.80952380952381,64.07657011169383
1701441750.0,46.3,7.3,46.6,5840.0,59.476190476190474,75.1
1701441760.0,46.8,7.2,46.4,5740.047619047619,61.285714285714285,69.0
1701441770.0,46.9,7.2,45.6,5791.619047619048,63.857142857142854,71.4
1701441780.0,46.5,7.3,45.5,0.0,64.28571428571429,75.97861480904339
1701441790.0,47.0,7.1,44.9,5919.619047619048,104.9037336708213,71.4
1701441800.0,47.0,7.0,43.6,5805.380952380952,65.76190476190476,74.1
1701441810.0,46.7,6.9,44.5,0.0,102.18749461243792,76.3
1701441820.0,46.8,7.0,44.7,0.0,64.33333333333333,75.9
1701441830.0,47.0,7.1,43.7,5900.952380952381,65.0,75.9
1701441840.0,44.72449967863405,7.0,43.3,6106.761904761905,63.285714285714285,76.7
1701441850.0,47.1,7.1,43.3,6236.047619047619,60.95238095238095,68.5
1701441860.0,47.5,7.0,43.4,6261.952380952381,61.714285714285715,71.7
1701441870.0,57.575819487625026,6.9,44.2,6428.0952380952385,62.476190476190474,71.4
1701441880.0,48.0,6.8,43.0,0.0,62.714285714285715,76.0
1701441890.0,47.7,6.5,42.9,6521.571428571428,61.095238095238095,75.2
1701441900.0,48.0,6.5,42.9,6414.666666666667,60.42857142857143,77.13705752325191
1701441910.0,48.0,6.5,42.9,6654.857142857143,60.666666666666664,66.3
1701441920.0,44.682134581941796,6.7,43.6,6676.666666666667,59.04761904761905,67.0
1701441930.0,48.1,6.7,42.5,6606.476190476191,59.095238095238095,67.3
1701441940.0,48.5,6.8,42.9,6499.428571428572,59.42857142857143,63.4
1701441950.0,48.6,6.7,42.5,6399.238095238095,104.20870532512498,63.4
1701441960.0,48.6,6.7,42.2,6453.809523809524,59.57142857142857,61.0
1701441970.0,48.8,6.8,42.3,6555.428571428572,58.904761904761905,62.0
1701441980.0,48.5,7.0,42.9,6790.142857142857,58.285714285714285,61.3
1701441990.0,48.6,7.0,42.8,0.0,58.80952380952381,60.7
1701442000.0,48.5,7.1,43.2,6976.238095238095,57.61904761904762,63.6425173200491
1701442010.0,48.3,7.3,44.1,7232.761904761905,58.0,55.9
1701442020.0,48.9,7.5,44.1,7184.761904761905,60.0,53.6
1701442030.0,48.7,7.6,43.5,7140.428571428572,57.38095238095238,61.5
1701442040.0,48.5,7.5,44.2,7162.285714285715,55.80952380952381,69.3
1701442050.0,46.220088977826784,7.6,44.4,6951.380952380952,58.57142857142857,61.4
1701442060.0,39.867614120640916,7.6,44.5,6864.619047619048,104.35857747871631,63.0
1701442070.0,48.3,7.6,44.2,6600.047619047619,60.142857142857146,58.0
1701442080.0,48.1,7.7,43.8,6427.428571428572,60.523809523809526,60.5
1701442090.0,47.7,7.6,44.8,6438.285714285715,59.76190476190476,61.5
1701442100.0,48.0,10.384061360491426,45.4,6380.619047619048,62.333333333333336,71.7
1701442110.0,48.96644015373926,7.6,45.7,6529.285714285715,63.04761904761905,79.0
1701442120.0,47.6,7.5,45.4,6605.571428571428,100.76182441891105,79.0
1701442130.0,47.6,7.5,44.4,0.0,64.42857142857143,81.5
1701442140.0,47.7,7.4,45.0,6562.047619047619,63.80952380952381,88.0
1701442150.0,47.2,10.484150427336617,44.9,6624.333333333333,65.85714285714286,92.7
1701442160.0,47.3,7.3,45.2,6781.714285714285,64.76190476190476,92.6
1701442170.0,46.9,7.2,46.1,6857.714285714285,62.76190476190476,93.2
1701442180.0,46.5,7.1,62.57906972865747,6691.952380952381,63.61904761904762,101.4
1701442190.0,46.2,6.9,45.6,6569.619047619048,61.19047619047619,98.4
1701442200.0,45.9,6.8,45.0,6537.238095238095,62.57142857142857,101.8
1701442210.0,45.4,4.407292578973112,45.0,6478.380952380952,64.61904761904762,103.0
1701442220.0,45.6,6.7,44.1,6239.857142857143,67.47619047619048,111.3
1701442230.0,45.5,6.5,43.7,6189.857142857143,67.9047619047619,110.4
1701442240.0,45.3,6.5,44.1,0.0,68.0952380952381,100.6
1701442250.0,45.2,6.5,43.9,5820.952380952381,68.04761904761905,101.3
1701442260.0,45.5,6.5,43.4,6007.285714285715,65.42857142857143,102.0
1701442270.0,45.5,6.5,43.3,6061.9047619047615,66.71428571428571,97.16073465876913
1701442280.0,45.3,6.4,43.7,6149.523809523809,67.0952380952381,102.0
1701442290.0,45.1,15.841226488032042,43.2,6150.809523809524,66.71428571428571,117.0414072995364
1701442300.0,52.57220713909901,6.3,42.1,6032.523809523809,68.85714285714286,99.4
1701442310.0,45.3,6.2,41.5,0.0,100.4389727611945,90.2
1701442320.0,45.7,6.3,42.0,6190.142857142857,69.47619047619048,90.1
1701442330.0,45.6,6.3,41.9,0.0,67.28571428571429,89.8
1701442340.0,45.4,6.1,41.8,5965.0,69.28571428571429,85.7
1701442350.0,45.5,6.3,42.2,5701.476190476191,70.23809523809524,86.1
1701442360.0,45.4,6.2,42.7,5444.333333333333,70.14285714285714,79.1
1701442370.0,45.4,6.1,42.8,5548.666666666667,68.57142857142857,78.8
1701442380.0,45.7,6.1,42.5,5321.857142857143,69.9047619047619,79.1
1701442390.0,45.7,6.4,42.7,5294.761904761905,68.42857142857143,81.53775691206674
1701442400.0,46.4,6.4,63.92809391174085,5306.714285714285,70.28571428571429,84.4
1701442410.0,46.6,6.4,43.3,5345.142857142857,70.14285714285714,80.48544103525582
1701442420.0,46.9,6.3,42.4,5207.0,70.14285714285714,81.4
1701442430.0,46.9,6.4,43.1,5452.476190476191,100.36906617193834,73.7
1701442440.0,46.9,6.5,42.9,5313.714285714285,67.23809523809524,74.9
1701442450.0,46.9,6.5,42.9,5394.9047619047615,67.19047619047619,76.5
1701442460.0,43.875272466430914,6.6,42.8,0.0,66.66666666666667,68.3
1701442470.0,47.0,6.7,43.7,5569.666666666667,69.04761904761905,60.099862702983664
1701442480.0,47.1,6.6,44.8,5561.380952380952,67.61904761904762,78.3
1701442490.0,47.3,13.462964421668845,44.5,5419.142857142857,68.23809523809524,78.4
1701442500.0,47.4,6.8,44.5,0.0,68.23809523809524,70.7
1701442510.0,45.69990193849346,6.8,44.4,5519.523809523809,67.9047619047619,71.1
1701442520.0,47.5,6.8,62.77316032861894,5490.666666666667,68.23809523809524,71.57945323861652
1701442530.0,47.2,6.7,62.1804347815761,5429.476190476191,68.33333333333333,68.0
1701442540.0,47.3,2.9257174489288342,45.2,5502.285714285715,68.28571428571429,74.53186534469518
1701442550.0,47.3,7.0,45.4,5699.809523809524,67.14285714285714,77.7
1701442560.0,47.1,-1.2225367236806957,44.6,5876.9047619047615,65.47619047619048,70.6
1701442570.0,47.4,7.2,43.8,5879.476190476191,65.33333333333333,70.7
1701442580.0,50.95900779128897,7.3,43.1,5716.9047619047615,66.04761904761905,72.7
1701442590.0,47.9,7.4,43.5,5937.9047619047615,66.95238095238095,72.5
1701442600.0,48.0,7.1,43.0,5870.333333333333,65.9047619047619,73.7
1701442610.0,47.7,5.471400146686845,42.0,5849.761904761905,66.9047619047619,69.06440010284498
1701442620.0,47.5,7.1,41.8,5882.190476190476,66.66666666666667,63.4
1701442630.0,47.4,7.2,42.4,5808.380952380952,64.04761904761905,63.4
1701442640.0,47.6,7.2,43.0,5745.619047619048,61.76190476190476,69.4
1701442650.0,47.5,7.1,64.19212454388718,5748.0952380952385,63.61904761904762,69.0
1701442660.0,45.612318073727835,7.0,63.22577080468743,5756.952380952381,63.523809523809526,69.3
1701442670.0,47.5,7.0,43.9,5640.0,65.85714285714286,74.0
1701442680.0,47.7,9.824724486179111,44.0,5759.761904761905,104.92544471116776,84.7
1701442690.0,47.8,7.1,43.4,5626.9047619047615,65.42857142857143,78.6
1701442700.0,47.8,7.1,43.9,0.0,62.23809523809524,78.1
1701442710.0,48.0,7.2,44.0,6141.142857142857,63.95238095238095,77.6
1701442720.0,47.7,7.0,44.7,6117.571428571428,104.36960835818516,78.3
1701442730.0,47.8,7.0,44.6,0.0,60.0,75.7
1701442740.0,47.9,5.434921276180368,44.2,6118.190476190476,59.857142857142854,71.0
1701442750.0,47.8,7.0,44.2,6275.952380952381,62.42857142857143,72.6
1701442760.0,48.1,7.1,44.9,5995.0,101.59116485775229,57.87095143483659
1701442770.0,48.4,7.1,45.6,5922.285714285715,64.33333333333333,68.2
1701442780.0,48.1,6.9,61.96080943111129,5893.761904761905,62.142857142857146,70.5
1701442790.0,48.0,6.8,46.1,6093.380952380952,62.0,69.1
1701442800.0,47.5,6.8,45.3,6009.238095238095,59.0,72.7
1701442810.0,47.6,7.0,46.3,6187.142857142857,60.285714285714285,69.1
1701442820.0,47.4,6.9,47.5,6293.0952380952385,58.19047619047619,75.0
1701442830.0,47.3,6.9,47.9,5981.047619047619,100.88358799958621,81.9
1701442840.0,47.5,6.9,48.0,0.0,58.523809523809526,84.9
1701442850.0,47.3,7.0,64.13378420694744,6010.0952380952385,58.333333333333336,79.0
1701442860.0,47.1,6.9,47.6,6051.142857142857,56.80952380952381,77.44688889078996
1701442870.0,53.875920118593314,7.0,47.6,6281.809523809524,57.666666666666664,77.6
1701442880.0,47.2,7.0,47.1,6102.619047619048,56.19047619047619,74.7
1701442890.0,46.6,7.0,47.4,6013.142857142857,55.666666666666664,65.9
1701442900.0,46.1,6.9,46.9,0.0,56.904761904761905,69.1
1701442910.0,46.2,6.8,60.51101893555061,6073.0952380952385,60.095238095238095,65.74846082153847
1701442920.0,46.0,6.8,61.86522842639923,5890.047619047619,60.19047619047619,73.5
1701442930.0,46.1,7.0,46.7,5825.142857142857,61.04761904761905,71.9
1701442940.0,45.9,-1.8412594204205988,64.94914370169738,0.0,62.0,76.6
1701442950.0,46.2,6.9,47.3,5919.380952380952,62.666666666666664,84.4
1701442960.0,46.1,6.9,47.7,5814.380952380952,59.76190476190476,82.8
1701442970.0,46.0,6.8,47.1,5972.047619047619,57.714285714285715,90.7
1701442980.0,45.7,6.8,62.306579745323035,6024.142857142857,60.142857142857146,85.5
1701442990.0,46.1,6.9,46.0,0.0,103.04410187245723,84.5
1701443000.0,45.7,6.8,45.9,5966.809523809524,104.50094556477693,86.6
1701443010.0,45.9,6.7,46.7,6132.047619047619,62.0,87.0
1701443020.0,46.0,6.5,46.2,6084.142857142857,61.19047619047619,95.7
1701443030.0,38.135130613463666,6.8,46.4,0.0,102.11357326571081,92.0
1701443040.0,46.3,6.7,45.8,6002.809523809524,61.523809523809526,87.3
1701443050.0,46.3,6.7,45.5,5820.142857142857,60.476190476190474,87.0
1701443060.0,46.6,6.4,45.7,5871.285714285715,100.4613143214221,87.0
1701443070.0,47.1,6.5,62.44434423192592,5734.047619047619,61.19047619047619,94.9
1701443080.0,54.7078286971205,6.6,44.7,5481.142857142857,61.714285714285715,95.5
1701443090.0,47.4,5.390999390141532,44.2,5765.476190476191,63.666666666666664,95.7
1701526560.0,47.7,6.5,44.0,5797.380952380952,62.857142857142854,98.0
1701526570.0,48.3,6.3,44.3,5708.333333333333,63.57142857142857,91.9
1701526580.0,48.4,6.4,44.4,5532.476190476191,61.23809523809524,97.9
1701526590.0,48.4,6.3,45.0,5629.952380952381,59.666666666666664,107.34575284008628
1701526600.0,48.2,6.3,44.6,5735.571428571428,61.095238095238095,108.5
1701526610.0,48.4,6.4,43.9,5483.666666666667,59.95238095238095,105.8
1701526620.0,48.3,6.4,43.0,5268.285714285715,58.38095238095238,100.3
1701526630.0,48.3,1.649912127967852,43.0,5139.333333333333,104.96082854872384,108.3
1701526640.0,48.3,12.12877640180073,42.3,4990.761904761905,60.95238095238095,105.8042580837959
1701526650.0,48.1,6.4,41.9,4946.142857142857,60.523809523809526,109.4
1701526660.0,47.7,6.5,42.7,5109.761904761905,63.095238095238095,114.4
1701526670.0,48.1,6.6,42.7,5129.523809523809,64.57142857142857,121.0
1701526680.0,47.9,6.8,41.5,4918.761904761905,62.38095238095238,116.3
1701526690.0,55.253197099439376,6.8,41.2,4988.952380952381,62.857142857142854,116.3
1701526700.0,47.7,6.7,40.3,4944.619047619048,60.523809523809526,114.6
1701526710.0,48.2,6.7,64.95508385878254,4966.142857142857,60.04761904761905,111.1
1701526720.0,48.1,6.9,40.2,5305.428571428572,61.523809523809526,110.24695228681094
1701526730.0,48.1,7.0,40.6,5212.190476190476,61.857142857142854,112.8
1701526740.0,40.426035026673766,7.0,40.6,0.0,61.42857142857143,104.0
1701526750.0,47.8,7.0,41.5,5298.0952380952385,60.095238095238095,110.2
1701526760.0,47.6,7.0,42.3,5346.190476190476,57.95238095238095,114.0
1701526770.0,47.8,7.2,41.8,5508.857142857143,56.95238095238095,114.4
1701526780.0,47.6,7.3,42.4,5517.0952380952385,55.285714285714285,116.3
1701526790.0,47.4,7.3,42.3,5679.428571428572,56.95238095238095,109.0
1701526800.0,47.7,7.3,41.9,5649.761904761905,58.19047619047619,99.6
1701526810.0,47.6,7.2,60.180225879149674,5545.571428571428,56.38095238095238,97.2
1701526820.0,47.9,7.2,43.6,5618.761904761905,58.333333333333336,96.0
1701526830.0,48.0,7.2,43.7,5505.9047619047615,57.666666666666664,92.8
1701526840.0,48.0,7.2,43.6,5524.428571428572,58.333333333333336,85.7
1701526850.0,48.0,7.3,43.9,5800.0,59.23809523809524,91.28876348289329
1701526860.0,49.70908650287644,7.3,44.7,5686.285714285715,57.095238095238095,77.7
1701526870.0,48.5,7.1,44.2,5621.380952380952,55.04761904761905,81.2
1701526880.0,48.5,7.2,44.8,5669.714285714285,53.38095238095238,81.0
1701526890.0,48.7,7.0,45.4,5912.809523809524,53.57142857142857,84.5
1701526900.0,48.5,7.1,45.8,5707.619047619048,52.857142857142854,82.0
1701526910.0,48.3,7.0,45.7,5770.857142857143,55.285714285714285,86.4
1701526920.0,48.3,1.0329300717453833,64.07193077700165,5867.714285714285,55.61904761904762,88.0
1701526930.0,48.2,7.1,46.1,5753.571428571428,103.94531814383878,86.51836305946706
1701526940.0,48.2,7.3,46.1,5859.571428571428,56.95238095238095,82.5
1701526950.0,48.2,7.4,46.4,5824.761904761905,56.476190476190474,93.3
1701526960.0,48.4,7.3,46.0,6084.952380952381,56.04761904761905,85.3
1701526970.0,48.1,7.1,46.1,5735.380952380952,56.476190476190474,81.4
1701526980.0,47.9,7.1,45.8,5598.047619047619,56.523809523809526,78.3
1701526990.0,48.2,7.3,45.0,5879.333333333333,56.61904761904762,75.5
1701527000.0,48.4,7.4,44.2,0.0,56.04761904761905,75.5
1701527010.0,48.3,7.4,60.7357796571647,5821.285714285715,54.23809523809524,75.8
1701527020.0,48.1,7.7,43.7,5953.142857142857,56.23809523809524,77.8
1701527030.0,47.5,7.7,43.1,5927.809523809524,54.857142857142854,85.0
1701527040.0,47.2,7.7,42.8,6160.428571428572,57.523809523809526,86.0
1701527050.0,47.3,7.6,42.7,6388.571428571428,57.714285714285715,90.5
1701527060.0,47.2,7.5,42.8,6243.285714285715,55.42857142857143,89.1
1701527070.0,47.4,7.7,60.57385639237785,6552.142857142857,55.76190476190476,97.5
1701527080.0,47.6,7.9,42.7,6323.523809523809,56.42857142857143,92.3
1701527090.0,52.505717795758144,7.8,43.3,0.0,57.19047619047619,82.3
1701527100.0,47.4,8.1,42.9,6426.761904761905,57.285714285714285,78.0
1701527110.0,47.6,8.2,42.4,6563.761904761905,56.80952380952381,76.0
1701527120.0,47.6,8.3,43.4,6650.952380952381,55.285714285714285,71.4
1701527130.0,47.4,8.2,64.94335252543488,6680.523809523809,54.76190476190476,74.4
1701527140.0,47.2,8.1,43.1,6684.809523809524,52.04761904761905,75.1
1701527150.0,46.6,8.0,62.022672999926606,6683.0,51.95238095238095,87.74682718704861
1701527160.0,46.6,8.0,43.5,6716.238095238095,51.04761904761905,72.8
1701527170.0,45.73543765689,8.0,44.0,6437.619047619048,52.714285714285715,77.7
1701527180.0,46.0,7.9,44.0,6687.9047619047615,54.57142857142857,77.4
1701527190.0,46.2,7.8,44.4,6685.047619047619,56.666666666666664,80.5
1701527200.0,46.0,7.8,44.1,6612.9047619047615,56.42857142857143,88.0
1701527210.0,45.5,7.8,45.3,6580.047619047619,54.666666666666664,91.6
1701527220.0,48.07756862981123,7.8,45.5,6482.190476190476,56.19047619047619,100.5
1701527230.0,46.2,7.7,46.0,0.0,53.04761904761905,96.8
1701527240.0,46.3,7.6,46.9,6223.9047619047615,54.19047619047619,91.9
1701527250.0,46.5,7.6,47.8,0.0,53.904761904761905,101.1
1701527260.0,46.8,7.7,47.4,0.0,52.95238095238095,95.3
1701527270.0,46.6,7.8,48.4,6095.666666666667,54.19047619047619,94.2
1701527280.0,46.4,7.5,48.9,5992.0,55.80952380952381,85.0
1701527290.0,46.5,7.4,48.8,5994.952380952381,56.333333333333336,89.6
1701527300.0,46.7,7.3,48.5,5674.142857142857,58.19047619047619,90.0
1701527310.0,47.0,7.1,49.0,5736.952380952381,57.857142857142854,90.5
1701527320.0,46.8,7.1,50.0,5587.761904761905,58.80952380952381,85.4
1701527330.0,46.7,6.9,49.4,5620.523809523809,58.23809523809524,95.3
1701527340.0,46.8,6.9,50.2,5633.857142857143,58.04761904761905,102.1
1701527350.0,46.9,7.0,49.9,5396.714285714285,57.714285714285715,109.4
1701527360.0,47.3,7.1,50.2,5201.619047619048,59.714285714285715,101.8
1701527370.0,47.2,7.0,50.0,0.0,61.142857142857146,103.2
1701527380.0,47.5,6.9,49.9,5547.285714285715,60.19047619047619,100.0
1701527390.0,47.5,6.9,62.08401213688971,5343.333333333333,58.285714285714285,99.5
1701527400.0,47.1,6.9,49.1,5437.047619047619,56.61904761904762,99.0
1701527410.0,47.1,6.9,64.90552967967022,0.0,57.285714285714285,91.9
1701527420.0,47.2,6.7,48.5,5561.142857142857,59.714285714285715,91.2
1701527430.0,46.8,-1.0407513385937692,47.5,5744.428571428572,60.23809523809524,81.1
1701527440.0,46.2,8.070789188650132,47.5,5849.476190476191,61.285714285714285,89.9
1701527450.0,46.2,6.9,46.6,6062.714285714285,62.23809523809524,96.13811500231402
1701527460.0,46.0,7.0,46.6,6067.666666666667,61.285714285714285,78.7
1701527470.0,45.5,14.038338762566367,46.4,6046.571428571428,60.23809523809524,79.5
1701527480.0,45.9,6.8,45.5,6150.523809523809,58.857142857142854,88.94542291063003
1701527490.0,46.1,7.1,45.0,6167.619047619048,58.142857142857146,77.94091501676792
1701527500.0,46.2,7.0,44.0,6227.142857142857,56.57142857142857,76.1
1701527510.0,45.9,7.0,43.1,6227.952380952381,55.23809523809524,77.2
1701527520.0,45.4,7.2,43.8,6153.9047619047615,54.904761904761905,79.3
1701527530.0,45.5,7.1,42.6,6160.857142857143,55.714285714285715,86.0
1701527540.0,45.4,7.3,42.9,6104.380952380952,55.38095238095238,78.8
1701527550.0,45.5,7.4,43.0,6151.761904761905,57.42857142857143,68.9
1701527560.0,45.5,7.2,63.79428247083873,6415.238095238095,57.714285714285715,54.635890445029
1701527570.0,45.3,7.1,42.1,6450.857142857143,56.476190476190474,65.1
1701527580.0,51.15356670104051,7.3,42.6,6508.666666666667,57.476190476190474,65.6
1701527590.0,45.0,7.4,41.9,6620.857142857143,59.42857142857143,73.5
1701527600.0,36.86808647044026,7.4,41.8,6899.0,60.38095238095238,68.56135534712897
1701527610.0,45.7,7.4,42.0,6789.714285714285,60.19047619047619,81.0
1701527620.0,45.5,7.4,42.9,6808.666666666667,62.42857142857143,90.1
1701527630.0,45.7,7.3,42.6,6625.0952380952385,62.76190476190476,91.0
1701527640.0,45.6,7.4,42.6,6654.0952380952385,61.80952380952381,93.7
1701527650.0,45.8,7.3,42.5,6561.619047619048,63.857142857142854,84.4
1701527660.0,46.14635774056,7.2,42.1,6352.238095238095,62.76190476190476,85.6
1701527670.0,46.2,7.1,41.6,6066.809523809524,62.666666666666664,83.1
1701527680.0,46.6,7.0,41.5,6193.619047619048,63.714285714285715,82.9
1701527690.0,46.7,7.0,41.2,5934.761904761905,65.57142857142857,86.7
1701527700.0,46.6,6.9,41.8,5903.666666666667,65.33333333333333,88.3
1701527710.0,42.94118209980731,7.1,42.8,6101.761904761905,66.71428571428571,90.1
1701527720.0,46.3,7.2,43.5,6076.190476190476,68.66666666666667,90.3
1701527730.0,46.7,7.1,42.7,6148.476190476191,70.95238095238095,88.9
1701527740.0,46.8,7.2,43.5,6356.285714285715,69.38095238095238,82.0
1701527750.0,46.8,7.0,43.4,6378.714285714285,71.0,87.8
1701527760.0,46.4,0.13830712450554827,62.88607173924772,6336.285714285715,71.23809523809524,89.6
1701527770.0,46.4,7.3,42.7,6395.952380952381,71.80952380952381,89.4
1701527780.0,46.3,7.4,42.5,6631.523809523809,70.95238095238095,92.2
1701527790.0,46.3,7.4,42.6,6290.047619047619,69.66666666666667,91.1
1701527800.0,56.33188486342419,7.3,42.8,0.0,67.52380952380952,83.3
1701527810.0,46.9,7.3,60.821642382904486,6008.285714285715,66.04761904761905,79.9
1701527820.0,46.9,7.3,41.9,6175.238095238095,68.04761904761905,73.8
1701527830.0,47.3,4.557291714215988,41.4,5967.190476190476,104.57907234200397,63.1
1701527840.0,47.6,7.4,41.6,5959.857142857143,103.94799911005157,69.2
1701527850.0,47.8,7.3,42.3,5738.428571428572,66.52380952380952,66.0
1701527860.0,48.0,7.3,42.2,0.0,66.71428571428571,67.1
1701527870.0,52.31868290001049,7.2,43.4,5814.285714285715,66.71428571428571,75.7
1701527880.0,48.4,7.1,43.5,5992.571428571428,66.28571428571429,77.8
1701527890.0,48.4,7.0,43.8,5859.619047619048,64.80952380952381,66.83247246726465
1701527900.0,48.3,7.0,44.8,0.0,63.04761904761905,75.2
1701527910.0,47.9,7.0,44.3,6110.0952380952385,62.095238095238095,69.8
1701527920.0,47.6,6.9,43.8,6090.285714285715,61.19047619047619,69.4
1701527930.0,47.7,6.9,43.8,6075.809523809524,61.142857142857146,69.1
1701527940.0,47.8,6.9,44.0,6155.666666666667,59.714285714285715,75.9
1701527950.0,47.8,-1.1307320362160729,44.2,6012.428571428572,60.714285714285715,81.5
1701527960.0,48.0,6.6,44.0,5903.523809523809,62.333333333333336,72.1
1701527970.0,48.3,6.4,44.1,6038.9047619047615,60.142857142857146,69.3
1701527980.0,48.3,6.4,44.3,5753.809523809524,62.57142857142857,79.58517385608616
